simple_sentence,truth_value
"With Speeches to Ukraine  Zelensky Shapes Narrative of the War . With the World  Zelensky Shapes Narrative of the War . In a New Year ’ s Eve addresses to his people  the president delivered a message meant to rouse his people . In a New Year ’ s Eve addresses to his people  the president delivered a message meant to rouse rally . In a New Year ’ s Eve addresses to his people  the president delivered a message meant to rouse Ukraine ’ s allies . .
",meter-true
"Cheer Up!The World Is Better Off Than You Think..The year 2022 was not great.But even in the midst of overlapping calamities, progress is being made..
",meter-true
"A Bittersweet First Year for Germany’s New Chancellor.Olaf Scholz came to power with a mandate for domestic renewal.Instead  he was forced to upend his country ’ s traditional stance on war policy . Instead  he was forced to upend his country ’ s traditional stance on foreign war policy . .
",meter-true
"Clergymen ?. Spies ?. Churches Become Tools of War in Ukraine.Ukrainian officials are cracking down on a branch of the Russian Orthodox Church that they describe as a subversive force doing the Kremlin’s bidding..
",meter-true
"Putin will give dueling addresses today with no end to fighting in sight .. Volodymyr Zelensky of Ukraine will share their New Year ’ s messages as the war grinds on toward its one-year anniversary . Putin will give dueling addresses today with no end to fighting in sight Vladimir V. Putin of Russia will share their New Year ’ s messages as the war grinds on toward its one-year anniversary . Zelensky will give dueling addresses today with no end to fighting in sight .. Volodymyr Zelensky of Ukraine will share their New Year ’ s messages as the war grinds on toward its one-year anniversary . Zelensky will give dueling addresses today with no end to fighting in sight Vladimir V. Putin of Russia will share their New Year ’ s messages as the war grinds on toward its one-year anniversary . .
",meter-true
"Ukraine Defeats Russian Drone Swarm, as NATO Head Says Kyiv Needs More Arms.In a war where the vital weapons have changed repeatedly  Ukraine relies more than ever on air defenses to fend off barrages aimed at its energy systems cities . In a war where the vital weapons have changed repeatedly  Ukraine relies more than ever on air defenses to fend off barrages aimed at energy systems cities . In a war where tactics have changed repeatedly  Ukraine relies more than ever on air defenses to fend off barrages aimed at its energy systems cities . In a war where tactics have changed repeatedly  Ukraine relies more than ever on air defenses to fend off barrages aimed at energy systems cities . .
",meter-true
"For Democrats, Spending Package Marked One Final Opportunity.For all their accomplishments in the past two years, Democrats face a far tougher environment to see most of their priorities through..
",meter-true
"In Battered Ukrainian City, the Latest Battle is Against Winter.Firefighters in Lyman  in Ukraine ’ s east  contend with land mines  freezing temperatures  damaged buildings of water . Firefighters in Lyman  in Ukraine ’ s east  contend with land mines  freezing temperatures  awful cell service of water . Firefighters in Lyman  in Ukraine ’ s east  contend with land mines  freezing temperatures  a lack of water . .
",meter-true
"The Forces Shaping 2023.We look at seven big news stories from the past 12 months . We explain how they could be game changers . .
",meter-true
"One Man Flees Putin’s Draft: An Update.Kirill, a 24-year-old from the Moscow region, fled Russia to avoid being conscripted to fight in Ukraine..
",meter-true
"Xi Two Strongmen in a Weak Moment . Putin Meet Again Two Strongmen in a Weak Moment . Russia is . Russia isolated by its invasion of Ukraine . Russia needs China more than ever . But China, facing a Covid crisis, is in no position to risk sanctions..
",meter-true
"What Happened in 2022?A Look at the Year, in Charts..Ten charts to recap the trends . Ten charts to recap main events of 2022. . 
",meter-true
"Your Friday Briefing.Russia has launched still more strikes on Ukrainian infrastructure..
",meter-true
"100 Years Since the Birth of the Soviet Union, in Pictures.It is the disintegration of the U.S.S.R. that President Vladimir V. Putin of Russia says he wants to remedy by waging war against Ukraine; it is the legacy of Moscow’s dominance that Ukrainians hope to free themselves of by defeating Moscow..
",meter-true
"The Great News Quiz of 2022.This was quite a year.How well do you remember it?.
",meter-true
"Russian Missile Barrage Staggers Ukraine’s Air Defenses.Cruise missiles  swept  across the skies of Ukraine  wreaking havoc  . Cruise missiles  swept  once again knocking out power . Exploding drones swept.  across the skies of Ukraine  wreaking havoc  . Once again knocking out power. From Iran swept  across the skies of Ukraine  wreaking havoc . Once again. Knocking out power. . .
",meter-true
"Pictures of the Year.Some of the most memorable photos published in The Times in 2022. .
",meter-true
"Moscow on the Med: A Faraway War Transforms a Turkish Resort Town.Tens of thousands of Russians have settled in Antalya  on Turkey ’ s southern coast  hoping to avoid the fallout of Russia ’ s war in Ukraine . Tens of thousands of Russians have settled in Antalya  on Turkey ’ s southern coast  hoping to start new lives . Tens of thousands of Ukrainians have settled in Antalya  on Turkey ’ s southern coast  hoping to avoid the fallout of Russia ’ s war in Ukraine . Tens of thousands of Ukrainians have settled in Antalya  on Turkey ’ s southern coast  hoping to start new lives . .
",meter-true
"Your Thursday Briefing.New requirements for passengers coming from China..
",meter-true
"2022 : The Year in Visual Stories . 2022 : Graphics . Selected Times graphics  visualizations published this year . Selected Times graphics  multimedia stories published this year . .
",meter-true
"Your Thursday Briefing: The U.S.Requires Covid Tests for Travelers From China.Also, Ukraine peace talks seem far-off..
",meter-true
"Hard-Line Positions by Russia for Peace Talks . Hard-Line Positions by Ukraine Dim Hope for Peace Talks . Both Moscow say they are ready to talk . Both Moscow say they their terms for sitting down at a negotiating table suggest otherwise . Kyiv say they are ready to talk . Kyiv say they their terms for sitting down at a negotiating table suggest otherwise . .
",meter-true
"Denmark May End Great Prayer Day Holiday as It Seeks to Bolster Military.A proposal by Prime Minister Mette Frederiksen would eliminate one public day off from work in an effort to increase spending on defense..
",meter-true
"U.S. Scrambles to Stop Iran From Providing Drones for Russia.As the war in Ukraine grinds on  some officials have become convinced that Iran are building a new alliance of convenience . As the war in Ukraine grinds on  some officials have become convinced that Russia are building a new alliance of convenience . .
",meter-true
"Your Wednesday Briefing.China’s medical system is buckling under the strain of thousands of Covid infections..
",meter-true
"A Russian tycoon are found dead in India .. His travel companion are found dead in India .. The body of the millionaire Pavel Antov . The body of had  reportedly criticized the Russian shelling of civilians in Kyiv  . The body of had  reportedly was found outside his hotel . .
",meter-true
"Ukraine for a Gateway City in the East . For a Gateway City in the East . Russia Battle for a Gateway City in the East . Recapturing Kreminna, in eastern Ukraine, would be a step further in Ukraine’s campaign to retake major cities that Russia seized after it invaded..
",meter-true
"Your Wednesday Briefing: China’s Overwhelmed Hospitals.Also, Ukraine is fighting to retake a city in the Donbas..
",meter-true
"Ukraine’s difficulties on the bond markets leave it more reliant on foreign aid..debt accumulated before the war to roll over debt accumulated before the war . it has has collected this year . it has collected this year . .
",meter-true
