claim,truth_value,topic,year_of_publish
"""This president ... could have gotten crippling sanctions against Iran. He did not.""",meter-mostly-false,russia,2012
"""You look at defense … we're spending more than the rest of the world combined.""",meter-mostly-false,russia,2011
"The United States ""is number one in the world in energy resources; Russia is number two.""",meter-true,russia,2011
Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,meter-true,russia,2011
"""When you sanction the Iranian central bank, that will shut down (Iran's) economy.""",meter-half-true,russia,2011
"The United States' regulations ""are among the most difficult in the world.""",meter-false,russia,2011
"The United States sends ""$300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.""",meter-half-true,russia,2011
"China is ""trying to develop nuclear capability.""",tom_ruling_pof,russia,2011
"""According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.""",meter-true,russia,2011
"""The United States is the No. 1 country in the world for energy resources. … We are the king daddy dogs when it comes to energy.""",meter-half-true,russia,2011
"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",meter-mostly-true,russia,2011
"Says President Obama ""has fired more cruise missiles than all other Peace Prize winners combined.""",meter-true,russia,2011
"""Who are the most consistently misinformed media viewers? … Fox viewers, consistently, every poll.""",meter-false,russia,2011
"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""",meter-true,russia,2011
"""Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.""",meter-mostly-true,russia,2011
"Says the United States is ""the Saudi Arabia of coal.""",meter-mostly-true,russia,2011
Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,meter-false,russia,2011
"""Foreign aid makes up about 1 percent of our entire budget.""",meter-true,russia,2011
"""Libya supplies the oil for China. We get no oil from Libya.""",meter-false,russia,2011
South Korea doesn't pay the United States for U.S. troops that protect their country.,meter-false,russia,2011
"""American troops have never been under the formal control of another nation.""",meter-false,russia,2011
"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",meter-false,russia,2011
"""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""",meter-true,russia,2011
"""The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...""",meter-mostly-true,russia,2011
"""Senator Webb was a reliable vote for President Obama and Senator Harry Reid.""",meter-true,russia,2011
"The United States is ""the only developed country in the world that has not cut its corporate tax rate.""",meter-half-true,russia,2011
"Under Hosni Mubarak's rule, ""Egypt received more American dollars than any country besides Israel.""",meter-true,russia,2011
"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",meter-mostly-false,russia,2011
"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments.""",meter-mostly-false,russia,2011
"""On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.""",meter-mostly-true,russia,2010
"Said the Washington Post argued that a failure to pass the START treaty this year would be ""no calamity,"" and that the Associated Press said ""the administration concedes the security risk is not immediate.""",meter-half-true,russia,2010
"""We're the only system of federalism in the world.""",meter-false,russia,2010
"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",meter-half-true,russia,2010
"Georgia is ""the Saudi Arabia of pine trees.""",meter-mostly-false,russia,2010
"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",meter-mostly-false,russia,2010
"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",meter-half-true,russia,2010
"The White House has ""refused"" international help in dealing with the oil spill.",meter-mostly-false,russia,2010
"""Brazil got off oil in the last 30 years.""",meter-false,russia,2010
"""If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space.""",meter-true,russia,2010
"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""",meter-false,russia,2010
"""Crist stays in $2,000 a night luxury hotel suites where he racks up $1,300 in mini-bar charges, and doesn't pay for a dime of it himself.""",meter-half-true,russia,2010
"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",meter-mostly-false,russia,2009
"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",meter-true,russia,2009
"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",meter-true,russia,2009
"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",meter-mostly-true,russia,2009
On whether he would put a missile shield in Poland.,meter-half-flip,russia,2009
On a cap-and-trade plan.,meter-full-flop,russia,2009
"""Obama has more czars than the Romanovs.""",meter-true,russia,2009
"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",meter-true,russia,2009
"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",meter-mostly-true,russia,2009
"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",meter-false,russia,2009
"""In eighth grade math, we’ve fallen to ninth place.""",meter-false,russia,2009
"Energy nominee Steven Chu has called coal ""his worst nightmare.""",meter-mostly-true,russia,2008
"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",meter-half-true,russia,2008
"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",meter-true,russia,2008
"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",meter-true,russia,2008
"Barack Obama wants to ""unilaterally disarm our nation.""",meter-false,russia,2008
"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",meter-true,russia,2008
