idx,claim,origin,URL,truth_value,stated_on,topic
1244,"Says ""thousands"" at a Manhattan rally for Donald Trump were chanting ""We hate Muslims, we hate blacks, we want our great country back.""",Reince Priebus,https://www.politifact.com/factchecks/2016/nov/09/social-media/no-evidence-support-rumors-we-hate-muslims-chant-t/,tom_ruling_pof,"November 08, 2016",russia-ukriane
1245,"Says Donald Trump ""was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them.""",Reince Priebus,https://www.politifact.com/factchecks/2016/oct/26/hillary-clinton/clinton-says-trump-wants-know-about-allies-payment/,meter-true,"October 25, 2016",russia-ukriane
1246,"""ISIS is in 32 countries.""",Donald Trump,https://www.politifact.com/factchecks/2016/oct/24/donald-trump/context-crucial-defining-how-many-countries-now-ha/,meter-half-true,"October 19, 2016",russia-ukriane
1247,"Russia has ""tremendous numbers of nuclear warheads — 1,800, by the way — where they expanded, and we didn't.""",Donald Trump,https://www.politifact.com/factchecks/2016/oct/20/donald-trump/trump-says-russia-has-upped-its-nuclear-warheads-w/,meter-half-true,"October 19, 2016",russia-ukriane
1248,"""We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.""",Donald Trump,https://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/hillary-clinton-blames-russia-putin-wikileaks-rele/,meter-true,"October 19, 2016",russia-ukriane
1249,"""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.""",Donald Trump,https://www.politifact.com/factchecks/2016/oct/18/donald-trump/trump-base-buffett-soros-deductions/,meter-mostly-false,"October 09, 2016",russia-ukriane
1250,"""We don't have any"" chess grandmasters in the United States.",Donald Trump,https://www.politifact.com/factchecks/2016/oct/14/donald-trump/donald-trump-wrongly-maligns-us-chess-prowess/,tom_ruling_pof,"October 10, 2016",russia-ukriane
1251,"Donald Trump has said ""nuclear proliferation is OK.""",Mark Warner,https://www.politifact.com/factchecks/2016/oct/11/mark-warner/mark-warner-says-donald-trump-ok-nuclear-prolifera/,meter-half-true,"October 04, 2016",russia-ukriane
1252,"""I was gone"" when there was a red line against Syria.",Mark Warner,https://www.politifact.com/factchecks/2016/oct/10/hillary-clinton/clinton-and-line-sand-comment/,meter-mostly-false,"October 09, 2016",russia-ukriane
1253,"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",Mark Warner,https://www.politifact.com/factchecks/2016/oct/06/tim-kaine/tim-kaine-overstates-clintons-record-cutting-russi/,meter-half-true,"October 04, 2016",russia-ukriane
1254,"Says Donald Trump ""never said that"" more nations should get nuclear weapons.",Mark Warner,https://www.politifact.com/factchecks/2016/oct/05/mike-pence/debate-mike-pence-claims-trump-never-said-more-nat/,meter-mostly-false,"October 04, 2016",russia-ukriane
1255,"""Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.""",Mark Warner,https://www.politifact.com/factchecks/2016/oct/05/tim-kaine/tim-kaine-recalls-mike-pence-comment-putin-stronge/,meter-mostly-true,"October 04, 2016",russia-ukriane
1256,"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",Donald Trump,https://www.politifact.com/factchecks/2016/sep/30/donald-trump/nuclear-claim-donald-trump-says-hillary-clinton-ga/,meter-mostly-false,"September 28, 2016",russia-ukriane
1257,"Says Donald Trump ""publicly invited Putin to hack into Americans’ (emails).""",Donald Trump,https://www.politifact.com/factchecks/2016/sep/27/hillary-clinton/hillary-clinton-claims-donald-trump-invited-russia/,meter-half-true,"September 26, 2016",russia-ukriane
1258,"Says Donald Trump has outlined ""policies that read like a Kremlin wish list.""",Donald Trump,https://www.politifact.com/factchecks/2016/sep/22/michael-morell/experts-say-donald-trumps-policies-dovetail-what-v/,meter-mostly-true,"September 19, 2016",russia-ukriane
1259,"Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""",Donald Trump,https://www.politifact.com/factchecks/2016/sep/21/hillary-clinton/hillary-clinton-overstates-impact-new-start-russia/,meter-half-true,"September 09, 2016",russia-ukriane
1260,"""If Texas were a country our economy would rank # 10...in the WORLD.""",Donald Trump,https://www.politifact.com/factchecks/2016/sep/15/greg-abbott/greg-abbott-says-if-texas-were-country-its-economy/,meter-mostly-true,"August 30, 2016",russia-ukriane
1261,"""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.""",Ted Cruz,https://www.politifact.com/factchecks/2016/sep/14/ted-cruz/ted-cruz-incorrect-about-obama-giving-control-inte/,meter-false,"September 08, 2016",russia-ukriane
1262,"""The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.""",Ted Cruz,https://www.politifact.com/factchecks/2016/sep/13/paul-wolfowitz/wolfowitz-wrongly-says-germany-france-thought-iraq/,meter-mostly-false,"September 11, 2016",russia-ukriane
1263,"Says Russian President Vladimir Putin ""calls me brilliant.""",Ted Cruz,https://www.politifact.com/factchecks/2016/sep/08/donald-trump/did-vladimir-putin-call-trump-brilliant/,meter-mostly-false,"September 07, 2016",russia-ukriane
1264,"""Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.""",Ted Cruz,https://www.politifact.com/factchecks/2016/aug/21/julie-pace/aps-pace-neither-trump-nor-clinton-has-plan-addres/,meter-mostly-true,"August 21, 2016",russia-ukriane
1265,Says the media distorted what happened with a baby at his rally.,Ted Cruz,https://www.politifact.com/factchecks/2016/aug/08/donald-trump/donald-trump-accurately-says-media-wrong-he-kicked/,meter-true,"August 07, 2016",russia-ukriane
1266,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",Anthony Weiner,https://www.politifact.com/factchecks/2016/aug/08/anthony-weiner/anthony-weiner-lacks-collateral-claim-about-donald/,meter-mostly-false,"July 27, 2016",russia-ukriane
1267,"Says Barack Obama and Hillary Clinton are ""responsible for leading America into a deal that will arm Iran.""",Anthony Weiner,https://www.politifact.com/factchecks/2016/aug/05/richard-burr/nc-sen-richard-burr-says-nuclear-deal-will-arm-ira/,meter-half-true,"August 03, 2016",russia-ukriane
1268,"Russia and China are ""doing naval exercises together someplace.""",Anthony Weiner,https://www.politifact.com/factchecks/2016/aug/04/donald-trump/trump-china-and-russia-doing-naval-exercises-toget/,meter-mostly-true,"August 01, 2016",russia-ukriane
1269,On whether he’s had a relationship with Vladimir Putin.,Anthony Weiner,https://www.politifact.com/factchecks/2016/aug/01/donald-trump/donald-trump-gets-full-flop-whether-hes-had-relati/,meter-full-flop,"July 31, 2016",russia-ukriane
1270,"""Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.""",Anthony Weiner,https://www.politifact.com/factchecks/2016/jul/28/barack-obama/mostly-true-obama-says-world-opinion-us-better-now/,meter-mostly-true,"July 27, 2016",russia-ukriane
1271,"""The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of state's office than when she took it.""",Bill Clinton,https://www.politifact.com/factchecks/2016/jul/27/bill-clinton/bill-clinton-exaggerates-increase-world-opinion-us/,meter-half-true,"July 26, 2016",russia-ukriane
1272,"""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them.""",Bill Clinton,https://www.politifact.com/factchecks/2016/jul/27/bill-clinton/bill-clinton-praises-hillarys-half-court-shot-iran/,meter-mostly-true,"July 26, 2016",russia-ukriane
1273,"Harris County, Texas has ""some of the highest jailing and incarceration rates in the U.S. and the world.""",Bill Clinton,https://www.politifact.com/factchecks/2016/jul/08/rodney-ellis/sen-rodney-ellis-says-harris-county-has-some-highe/,meter-mostly-true,"May 19, 2016",russia-ukriane
1274,"Says Hillary Clinton ""was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.""",Bill Clinton,https://www.politifact.com/factchecks/2016/jul/03/tom-cotton/tom-cotton-hillary-clinton-pushed-reset-russia-mon/,meter-mostly-true,"July 03, 2016",russia-ukriane
1275,"Says Hillary Clinton ""presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.""",Bill Clinton,https://www.politifact.com/factchecks/2016/jun/30/michael-cohen/pants-fire-trump-lawyer-tweets-meme-accusing-clint/,tom_ruling_pof,"June 28, 2016",russia-ukriane
1276,"Says Hillary Clinton’s State Department ""approved the transfer of 20 percent of America’s uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation.""",Donald Trump,https://www.politifact.com/factchecks/2016/jun/30/donald-trump/donald-trump-inaccurately-suggests-clinton-got-pai/,meter-mostly-false,"June 22, 2016",russia-ukriane
1277,"Says Donald Trump has said he loves war, ""including with nukes.""",Donald Trump,https://www.politifact.com/factchecks/2016/jun/19/priorities-usa-action/super-pac-ad-says-trump-likes-war-even-nuclear-lac/,meter-half-true,"June 19, 2016",russia-ukriane
1278,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""",Donald Trump,https://www.politifact.com/factchecks/2016/jun/15/donald-trump/donald-trump-suggests-barack-obama-supported-isis-/,tom_ruling_pof,"June 15, 2016",russia-ukriane
1279,"Says Donald Trump ""says he has foreign policy experience because he ran the Miss Universe pageant in Russia.""",Donald Trump,https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/hillary-clinton-says-donald-trump-cited-miss-unive/,meter-half-true,"June 02, 2016",russia-ukriane
1280,"The decision for the United States to buy heavy water from Iran ""will directly subsidize Iran’s nuclear program.""",Donald Trump,https://www.politifact.com/factchecks/2016/apr/29/paul-ryan/us-purchase-heavy-water-iran-direct-subsidy-irans-/,meter-mostly-false,"April 22, 2016",russia-ukriane
1281,"""We spend about 75 percent of the entire cost of the military aspect of NATO.""",Bernie Sanders,https://www.politifact.com/factchecks/2016/apr/19/bernie-sanders/sanders-oversimplifies-us-share-NATO/,meter-half-true,"April 14, 2016",russia-ukriane
1282,"Says Hillary Clinton supported and continues to ""support fracking.""",Bernie Sanders,https://www.politifact.com/factchecks/2016/apr/13/bernie-sanders/does-hillary-clinton-support-fracking/,meter-mostly-true,"April 10, 2016",russia-ukriane
1283,"""Texas has a higher incarceration rate than Russia or Iran.""",Bernie Sanders,https://www.politifact.com/factchecks/2016/mar/23/gina-hinojosa/gina-hinojosa-vowing-reforms-says-texas-has-higher/,meter-mostly-true,"February 26, 2016",russia-ukriane
1284,"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",Bernie Sanders,https://www.politifact.com/factchecks/2016/mar/23/ted-cruz/ted-cruz-wrongly-says-ukraine-gave-nukes-due-ameri/,meter-false,"March 21, 2016",russia-ukriane
1285,Says there are no political prisoners in Cuba.,Bernie Sanders,https://www.politifact.com/factchecks/2016/mar/22/raul-castro/are-there-political-prisoners-cuba/,meter-false,"March 21, 2016",russia-ukriane
1286,"Says Mahatma Gandhi once said, ""First they ignore you, then they laugh at you, then they fight you, then you win.""",Donald Trump,https://www.politifact.com/factchecks/2016/mar/04/donald-trump/donald-trump-falls-phony-gandhi-quote/,meter-false,"February 28, 2016",russia-ukriane
1287,"""Bioweapon! Zika virus is being spread by GMO mosquitos (sic)""",Donald Trump,https://www.politifact.com/factchecks/2016/feb/09/viral-image/no-evidence-support-rumors-tying-zika-genetically-/,tom_ruling_pof,"January 27, 2016",russia-ukriane
1288,"China is ""practicing how to blow up our satellites.""",Donald Trump,https://www.politifact.com/factchecks/2016/feb/05/marco-rubio/marco-rubio-says-china-practicing-how-blow-our-sat/,meter-true,"February 04, 2016",russia-ukriane
1289,"""Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.""",Donald Trump,https://www.politifact.com/factchecks/2016/jan/30/john-mccain/john-mccain-right-about-american-reliance-russian-/,meter-mostly-true,"January 27, 2016",russia-ukriane
1290,"""The United States of America, right now, has the strongest, most durable economy in the world.""",Donald Trump,https://www.politifact.com/factchecks/2016/jan/15/barack-obama/barack-obama-says-us-has-strongest-most-durable-ec/,meter-mostly-true,"January 12, 2016",russia-ukriane
1291,"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",Nancy Pelosi,https://www.politifact.com/factchecks/2016/jan/13/nancy-pelosi/nancy-pelosi-until-iran-deal-russian-and-china-had/,tom_ruling_pof,"January 13, 2016",russia-ukriane
