,claim
6833,"""We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain."""
6834,"""Florida is now the No. 1 state in the country for automobile accident fraud."""
6835,Says the director of NASA says its main mission is Muslim outreach.
6838,"""The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him."""
6840,"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions."""
6841,"California gubernatorial candidate Steve Poizner, a Republican, ""gave $10,000 to Al Gore's recount"" effort in 2000."
6842,"""I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny."""
6844,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.
6846,"“Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.”"
6849,"""Sotomayor has had her rulings thrown out by the court a troubling four times."""
6850,"""President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'"""
6852,"""The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan."""
6858,"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq."""
6860,"""The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama."""
6862,"""If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years."""
6868,"""In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects."""
6873,"""John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party."""
6880,"“Gas prices were WAY higher in 2008, under REPUBLICAN president George W. Bush.”"
6885,"“It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.”"
6911,"Just before Thanksgiving, oil was $54 a barrel, down from $82. ""Thank you to Saudi Arabia."""
6913,"Says U.S. Rep. Mimi Walters ""votes with Donald Trump 99 percent of the time."""
6914,"Says Gwen Graham ""voted against President Obama 52 percent of the time."""
6916,"The nuclear deal gave Iran ""$150 billion, giving $1.8 billion in cash — in actual cash carried out in barrels and in boxes from airplanes."""
6922,"""It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the House."
6930,"""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them."""
6934,"""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table."""
6935,"""If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that they've sponsored."""
6936,"Some 8.1 million of the estimated 11 million to 12 million people ""in this country illegally are working."""
6938,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China."
6940,"""We've just now given over $100 billion"" to Iran, ""the equivalent in U.S. terms is $5 trillion."""
6942,"Says ""if the (Iran nuclear) deal gets rejected, they still get"" $150 billion."
6946,"Says Hillary Clinton's ""campaign hasn't been clear about when she wiped her server of her work emails."""
6947,"""In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad."""
6948,"Today, ""the United States is the most respected country on Earth."""
6949,"Says Rand Paul denied that he ""put forward a bill ... to zero out foreign aid and specifically spoke about Israel."""
6950,"""There's just one piece of legislation that is now law"" with Sen. Ted Cruz's ""name on it."""
6951,"Says Secretary of State John Kerry, ""when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism."""
6952,"Says that in 2008, President Barack Obama said normalization with Cuba would first require ""liberation of all political prisoners and some basic steps toward freedom, including freedom of the press, political parties, labor unions."""
6957,"In Russia ""all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation,"" while ""70 countries of the world have criminal liability for homosexuality."""
6959,"Obamacare is a ""massive, massive income redistribution"" with ""$250 billion a year in Medicaid expansion (and) in the subsidy structure that's basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases."""
6961,"Says Connie Mack ""is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests."""
6965,"Says excessive speculation is pushing up oil prices and a recent report estimates it ""adds 56 cents to every gallon of gasoline siphoned from the pump."""
