,claim
6775,"""In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent."""
6779,"""Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns."""
6785,Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.
6804,Says Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.
6805,"Says Wisconsin Gov. Scott Walker ""is denying Democrats the right to vote."""
6812,"Democrats in the Legislature in 2009 voted for various ""pork projects"" including ""a $5 million scoreboard for the Milwaukee Bucks."""
6813,"Says Texas schools have had ""massive increases"" in class sizes with Rick Perry as governor."
6816,"""One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs."""
6817,"""What I have done -- and this is unprecedented ... is I've said to each agency ... 'look at regulations that are already on the books and if they don't make sense, let's get rid of them.'"""
6819,"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, ""we might have saved the lives of 3,000 Americans."""
6822,"Twelve judges have thrown out legal challenges to the health care law because they rejected ""the notion that the health care law was unconstitutional."""
6832,"""This is not a mosque. It's a cultural center that has a prayer area."""
6839,"""We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' """
6845,"Says Republican state leaders are using ""Soviet-style"" budget management."
6853,"""We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used."""
6856,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000."""
6857,"Palin had ""executive experience"" in the PTA."
6863,"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling."""
6865,"The Jewish holiday Purim is ""their version of Halloween here."""
6866,"Obama ""basically threatened to bomb Pakistan."""
6869,"""I don't have lobbyists running my campaign."""
6874,A German survey ranked Kyrie Irving as the “greatest threat to world peace” among world leaders.
6875,Father danced for his daughter at her grave after she was killed during recent protests in Iran.
6876,An obscure filing with the Federal Election Commission shows Biden has formally announced his bid for another term.
6877,"“Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer."
6878,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.
6879,The FBI lost Hunter Biden’s laptop.
6882,“Leftists” sent “Proud Boys” emails threatening Democratic voters.
6883,Says “we will know which candidate you voted for.”
6884,“We have one of the lowest mortality rates in the world” from COVID-19.
6886,"“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”"
6887,"Says President Donald Trump implemented “a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.”"
6888,"”If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we’re at the bottom of the list.”"
6890,"“Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.”"
6891,"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”"
6892,"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus."
6893,“It’s actually the safest time to fly.”
6894,Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”
6895,"“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”"
6896,"“Man visited Albany, N.Y. days before dying from coronavirus.”"
6897,"“Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.”"
6898,Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.
6901,Says photo shows U.S. planes on fire after Iranian missile strikes in Iraq.
6902,Says a video shows Iranian rockets being launched toward a U.S. air base in Iraq.
6903,Says a photo shows Barack Obama smiling and shaking hands with Hassan Rouhani.
6904,"Says a photo from JFK airport shows ""our troops leaving to protect each one of us and our country."""
6906,"Says Attorney General William Barr tweeted that the US ""gave Iran USA taxpayer dollars"" so Iran could purchase uranium from Russia."
6907,"Says George H.W. Bush once said ""If the American People ever find out what we have done, they will chase us down the street and lynch us."""
6908,A photograph shows Barack Obama bowing to Ayatollah Khamenei.
6909,"Quotes Valerie Jarrett as saying she is an ""Iranian by birth"" and seeks to ""change America to be a more Islamic country"""
6910,"A photo of Muslim women with the words ""Down with the USA"" written on their hands was taken in Michigan."
6912,"""If you cross the border illegally in the U.S., you get a drivers license, medical insurance, housing, career training, the right to vote."""
6915,"Says Bill Nelson ""voted against requiring Iran to recognize Israel and release American hostages."""
6917,"""Court orders Obama to pay $400 million in restitution."""
6918,BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire
6919,Says diversity visa immigrants are not vetted.
6920,"""Russian mansions Obama seized were meant to be illegal gifts to Sasha and Malia"""
6925,"""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations."""
6927,"Says he saw videotape ""of the people taking the money off the plane"" to pay ransom to Iran for hostages."
6929,"Says, regarding the presence of classified information in her email, FBI Director James ""Comey said my answers were truthful, and what I've said is consistent with what I have told the American people."""
6933,"""My numbers are better right now than Ronald Reagan's numbers were with Jimmy Carter."""
6939,"""In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And that's where they first established relationships with the young Vladimir Putin."""
6941,"Under the Iran deal: ""If Israel attacks Iran … we’re supposed to be on Iran’s side."""
6944,"The Iran deal says that ""if any other country tries to undermine (Iran's) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies."""
6960,"Says Chuck Hagel’s nomination as defense secretary ""has been publicly celebrated by the Iranian government."""
6962,"Says Barack Obama began his presidency ""with an apology tour."""
6963,"Barack Obama began his presidency ""with an apology tour."""
6966,"Gas prices have doubled because ""Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump."""
6968,"""President Obama once said he wants everybody in America to go to college."""
6973,"It's ""not true"" that since he's been the president, executions in Iran have increased by four times."
6974,"Sakineh Mohammadi Ashtiani ""was never sentenced to stoning."""
6982,"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China."
6986,"Says Whoopi Goldberg said the widow of a Navy SEAL was ""looking for attention."""
