,claim,truth_value
6201,"Ukraine’s Philharmonic Plays On. As Ukraine battles to protect its power grid from Russia’s assault, its national philharmonic continues to perform in the dark.",meter-true
6202,"Inside the Face-Off Between Russia and a Small Internet Access Firm. The cat-and-mouse experience of Proton, a Swiss company, shows what it’s like to be targeted by Russian censors — and what it takes to fight back.",meter-true
6203,"Russia continues to manufacture cruise missiles despite Western sanctions, experts say.. Weapons investigators in Kyiv found that at least one Russian Kh-101 cruise missile used in widespread attacks there on Nov. 23 had been made no earlier than October.",meter-true
6204,"Latvia Hosted Russian Journalists in Exile. Then Their Loyalties Were Questioned.. A news host’s comment about helping troops prompted the Latvian authorities to revoke the license of TV Rain, a major independent outlet, putting a focus on the public role of Russians who fled.",meter-true
6205,Your Tuesday Briefing. Ukraine strikes military bases deep in Russia.,meter-true
6206,"Ukraine Targets Bases Deep in Russia, Showing Expanded Reach. Launching drones at air bases 300 miles from its own territory, Ukraine changed the geography of the war. It said it had developed drones with a range of over 600 miles.",meter-true
6207,Your Tuesday Briefing: Ukraine Strikes Deep Within Russia. Plus an update on China’s protests and World Cup outcomes for Japan and South Korea.,meter-true
6208,"Ecstasy Gives Way to Despair in a Liberated Ukrainian City. Kherson has been whipsawed by occupation, liberation and now dread. It’s a lonely place. And cold.",meter-true
6209,The Rise of the International Nationalists. The political and social battles being fought in the U.S. and across Europe are part of a single conflict over the nature of Western civilization.,meter-true
6210,Russian Cruise Missiles Were Made Just Months Ago Despite Sanctions. Weapons investigators in Kyiv found that at least one Russian Kh-101 cruise missile used in widespread attacks there on Nov. 23 had been made no earlier than October.,meter-true
6211,"Putin inspects a bridge linking Russia and Crimea, two months after a damaging explosion.. When the bridge opened in 2018, it was a powerful symbol of the connection the Kremlin was attempting to forge between Russia and Crimea, a Ukrainian region illegally annexed by Moscow.",meter-true
6212,"Paul Pelosi Is Cheered at Kennedy Honors in Public Return After Attack. The ceremony honored the rock band U2, the singer Gladys Knight, the actor George Clooney, the composer Tania León and the singer-songwriter Amy Grant.",meter-true
6213,Oil Climbs as Western Nations Single Out Russia. Energy traders pushed crude prices higher on Monday following Europe’s embargo of seaborne Russian crude and a price cap by Group of 7 nations went into effect.,meter-true
6214,The End of a Presidential Launchpad. Democrats stripped Iowa of its first-in-the-nation status.,meter-true
6215,"Life in Ukraine as Russia Weaponizes Winter. Moscow’s missiles have been taking out the power grid, leaving millions without power or heat.",meter-true
6216,"Skyrocketing Prices in Turkey Hurt Families and Tarnish Erdogan. Annual inflation is around its highest level in decades, devaluing salaries and devouring savings less than a year before President Recep Tayyip Erdogan runs for re-election.",meter-true
6217,"An E.U. embargo of Russian oil and the G7’s price cap take effect.. An immediate impact on oil supplies in Europe was not expected, partly because the embargo has been in the works for months.",meter-true
6218,Your Monday Briefing. The possible abolition of Iran’s morality police.,meter-true
6219,"War and Sanctions Threaten to Thrust Russia’s Economy Back in Time. While Russia’s economy has not collapsed, an exodus of Western companies is eroding hard-won progress, and experts say the worst may be yet to come.",meter-true
6220,"Advice for Europeans: Bundle Up and Get Ready for Outages. As temperatures drop amid an energy crisis, governments say power blackouts may be necessary to conserve electricity.",meter-true
6221,"Your Monday Briefing: The Social Cost of ‘Zero Covid’. Plus, Iran abolishes the morality police and Russia vows to defy an oil price cap.",meter-true
6222,"Security guarantees for Russia are an ‘essential’ part of any peace talks, Macron says.. Ukraine reacts an",meter-true
6223,"Amid Churning Oil Market, OPEC and Russia Leave Production Unchanged. The group, OPEC Plus, reaffirmed an output cut in October as “the right course of action” but outlined no other changes before an E.U. embargo of Russian oil begins on Monday.",meter-true
6224,The Week in Business: Upheaval in China. The labor market showed continued resilience. President Biden signed legislation averting a rail strike. And a near-total embargo on Russian oil takes effect.,meter-true
6225,The Teen Romance Novel That Russia’s Politicians Just Can’t Bear. “Summer in a Pioneer Tie” is more than a breakout hit.,meter-true
6226,"In Forests Full of Mines, Ukrainians Find Mushrooms and Resilience. These misty and damp parts of the country have long beckoned to mushroom hunters with the promise of plenty, but now peril, too, lies beneath the earth’s surface.",meter-true
6227,The Kremlin’s defiance adds to questions over whether the price cap will work.. The Pre,meter-true
6228,Did You Miss the DealBook Summit?. Business and policy leaders from around the world joined us at our annual event. Here’s what happened.,meter-true
6229,"Owner Parts With Rare Emerald From 1622 Shipwreck to Help Ukraine. The gem, recovered from the Nuestra Señora de Atocha, ended up in the possession of the chicken magnate Frank Perdue. His widow, Mitzi Perdue, is auctioning it to support humanitarian efforts in Ukraine.",meter-true
6230,"Ukrainian Women Fight for Their Own Liberation. “We need to defend our children,” a female soldier said. “If not us, who?”",meter-true
6231,"Ukraine Calls for Evacuations From a Russian-Controlled Area, Signaling a New Offensive. A Ukrainian official urged civilians to leave the eastern bank of the Dnipro River, across from the city of Kherson, warning of the “possible intensification of hostilities” there.",meter-true
6232,Your Holiday Rituals. Rituals make the season meaningful for many of you.,meter-true
6233,"Defaults Loom as Poor Countries Face an Economic Storm. Debt-relief efforts are stalling as developing economies are being hit by higher interest rates, a strong dollar and slowing global growth.",meter-true
6234,He Returned a Dazed Soldier to the Russians. Ukraine Calls It Treason.. No one knew what to do with a lost Russian pilot who suddenly appeared in the occupied city of Kherson. The case has revealed the blurred line between pragmatism in a war zone and collaboration with the enemy.,meter-true
6235,"U.S. Sees Little Prospect for Ukraine Talks With Putin After Biden Offer. The Kremlin reaffirmed a stance that both Washington and Kyiv find unacceptable, and U.S. officials said Mr. Biden’s position had not changed.",meter-true
6236,"As Macron Loses His Sheen at Home, Harmonious U.S. Visit Is ‘Regenerative’. President Emmanuel Macron, dealing with a difficult start to his second term, can return to France feeling buoyed by a warm reception and unity on Ukraine.",meter-true
6237,"Zelensky Proposes Barring Orthodox Church That Answers to Moscow. Ukraine’s president called for legislation to prevent an ancient branch of the Orthodox Church, led by a Putin ally, from operating in his country, but it remains unclear how that would work.",meter-true
6238,Humanitarian Fears for Winter. The U.N.’s top official in Ukraine tells us how the crisis could get worse.,meter-true
6239,"Ukraine’s Allies Agree on Russian Oil Price Cap. The plan to impose a top price of $60 a barrel on Russian crude will most likely make a small dent in the Kremlin’s revenue, but the White House hopes it will help avert an oil shock.",meter-true
6240,"Caught Between Patriotism and Nationalism. The definition of what it means to be Ukrainian has always been fluid, but Russia’s invasion of the country has supercharged that debate.",meter-true
