id,claim,truth_value,title,stated_on
950,"Austrian Foreign Minister Alexander Schallengerg speaks with Today’s WorldView about his nation’s geopolitical position, the war in Ukraine and its impact on European politics. ",meter-true,"War in Ukraine was geopolitical ice bucket in our face, diplomat says","February 13, 2023 at 10:27 PM GMT+5:30"
951,The owner of the Russian Wagner Group private military contractor actively involved in the fighting in Ukraine has predicted that the war could drag on for years,meter-true,Wagner owner says war in Ukraine could drag on for years,"February 12, 2023 at 1:59 AM GMT+5:30"
952,Ukraine’s immediate economic recovery is as important as long-term military defense.,meter-true,Perspective | Securing Ukraine after the war means ensuring its economic recovery,"February 07, 2023 at 4:30 PM GMT+5:30"
953,David's Q&A with readers starts at 12 p.m. ET on Monday. Submit your questions now.,meter-true,Opinion | Chat with David Ignatius about the war in Ukraine and foreign affairs,"February 06, 2023 at 11:29 PM GMT+5:30"
954,David's Q&A with readers was at 12 p.m. ET on Monday. Read the transcript. ,meter-true,Opinion | How can Ukraine win this war?  David Ignatius answered your questions. ,"January 16, 2023 at 11:39 PM GMT+5:30"
955,"The Washington Post spoke to members of Russia's LGBTQ community to understand how tough, new anti-gay legislation is affecting their lives.",meter-true,Moscow’s war in Ukraine brought harsh tactics against gay Russians at home ,"January 07, 2023 at 11:30 AM GMT+5:30"
956,The bloody fate of Russia's 200th Motor Rifle Brigade in Ukraine is emblematic of Vladimir Putin’s derailed invasion plans.  ,meter-true,‘Wiped out’: War in Ukraine has decimated a once feared Russian brigade,"December 16, 2022 at 11:30 AM GMT+5:30"
957,"Moscow and St. Petersburg, the most populous cities in Russia, saw the most drastic jumps in rank of any city included. ",meter-true,List of world’s most expensive cities is altered by war in Ukraine,"December 03, 2022 at 3:33 AM GMT+5:30"
958,"The president's comments came during a visit by French President Emmanuel Macron, ahead of a state dinner at the White House Thursday evening.",meter-true,Post Politics Now: Biden says he’d meet with Putin if he’s interested in ending war with Ukraine,"December 01, 2022 at 5:23 PM GMT+5:30"
959,"If journalism is the first draft of history, Luke Harding's ""Invasion"" feels something like a first revision.",meter-true,Review | A new book on the war in Ukraine tries to tell a story in progress,"November 29, 2022 at 4:30 PM GMT+5:30"
960,"The moment when G-20 leaders were confronted with reports of a missile landing in Poland offered a snapshot of a paralyzed international system, ill-equipped to mobilize around solving major shared challenges as more short-term tensions fester. ",meter-true,Analysis | The war in Ukraine has paralyzed global politics,"November 17, 2022 at 10:31 AM GMT+5:30"
961,David's Q&A with readers was at 12 p.m. ET. Read the transcript. ,meter-true,Opinion | How will the war in Ukraine end? David Ignatius answered your questions.,"November 14, 2022 at 11:38 PM GMT+5:30"
962,Thousands of Russians have voiced their opposition to the war on Ukraine.,meter-true,Opinion | Putin’s war on Ukraine is also a war on truth,"October 13, 2022 at 6:30 PM GMT+5:30"
963,President Vladimir Putin has sought for more than two decades to control — or shut down — reporters and editors in the country.,meter-true,"Long before his war in Ukraine, Putin waged war on Russian journalists","September 24, 2022 at 11:30 AM GMT+5:30"
964,Secretary of State Antony Blinken faces off with Russia's Sergei Lavrov at a U.N. Security Council session on war crimes and violations of international law.,meter-true,U.S. and Russian diplomats clash at U.N. over war in Ukraine,"September 22, 2022 at 9:43 PM GMT+5:30"
965,The unannounced visit to Kyiv by the British prime minister shocked but did not surprise.,meter-true,Ukraine is a war zone. And a place Boris Johnson can get away from it all.,"August 25, 2022 at 1:00 AM GMT+5:30"
966,Catch up in minutes with these 7 stories.,meter-true,"Wednesday briefing: Six months of war in Ukraine; Florida, New York primary results; coronavirus boosters; student loans; and more","August 24, 2022 at 4:12 PM GMT+5:30"
967,"The surge in food prices that followed the outbreak of war in Ukraine underlined the country’s pivotal role in feeding the planet. By disrupting exports of Ukrainian wheat, corn, barley and oilseeds, Russia’s invasion has stoked fears of a hunger crisis in poorer nations and contributed to a surge in inflation in the developed world. Ukraine made its first shipment of grain since Russia’s invasion after an agreement was reached in July to unblock Ukraine’s Black Sea ports, but challenges remain",meter-true,Analysis | Why Russia’s War in Ukraine Means a Hungrier World,"August 01, 2022 at 9:30 PM GMT+5:30"
968,"Russian President Vladimir Putin tried to justify his war by pointing to the legacy of the NATO intervention in the former Yugoslavia in 1999, but Kosovo President Vjosa Osmani sees a different parallel.",meter-true,Analysis | Russia’s war in Ukraine finds echoes in the Balkans,"August 01, 2022 at 9:31 AM GMT+5:30"
969,"The country will need large investments and support, but progress won’t be possible or enough without security.",meter-true,"Opinion | These conditions could end the war in Ukraine, but they won’t happen soon","July 19, 2022 at 12:49 AM GMT+5:30"
970,Read a transcript of David's latest Q&A with readers. ,meter-true,Opinion | How and when will the war in Ukraine end? David Ignatius answered your foreign affairs questions.,"July 11, 2022 at 10:15 PM GMT+5:30"
971,Russia’s antiwar movement has found creative ways to express dissent despite President Vladimir Putin’s hard line crackdown.,meter-true,Art of dissent: How Russians protest the war on Ukraine,"July 07, 2022 at 6:30 PM GMT+5:30"
972,"The aid lifeline for millions of people in northern Syria is up for debate in the Security Council, during worsening tensions over war in Ukraine. ",meter-true,War in Ukraine may threaten displaced Syrians’ lifeline,"July 02, 2022 at 1:33 AM GMT+5:30"
973,Turkey should stop flirting with Putin and side with the West.,meter-true,Opinion | How a thaw with Turkey could help Ukraine win the war,"July 01, 2022 at 12:25 AM GMT+5:30"
974,Officials studied ancient and modern military rites to create fitting send-offs for mounting numbers of fallen soldiers.,meter-true,"Ukraine, coping with war losses, adds new polish to military funerals","June 09, 2022 at 11:30 AM GMT+5:30"
975,"The message echoed a video in which Ukraine's president and his advisers walked the streets of Kyiv on Day Two of the invasion, setting the tone for his communications ever since.",meter-true,Zelensky shares defiant video after 100 days of war in Ukraine ,"June 03, 2022 at 9:30 PM GMT+5:30"
976,"Rather than predicting military victory, he quotes Zelensky saying the war ""will only definitively end through diplomacy.""",meter-true,"Opinion | Biden hunkers down for a long, limited war in Ukraine","June 03, 2022 at 1:27 AM GMT+5:30"
977,"Europe aims to lead the global fight against climate change by rapidly shifting away from fossil fuels. Yet in the wake of the pandemic, the continent was rocked by disruptions in its energy supply that caused prices to surge -– even before the turmoil triggered by Russia’s invasion of Ukraine. Now the forces have combined to put Europe’s so-called energy transition onto something of a wartime footing, testing the limits of an accelerated timeline to adopt new technologies and leaving consumers",meter-true,Analysis | The War in Ukraine Is Speeding Europe’s Pivot to Renewables,"May 18, 2022 at 9:50 PM GMT+5:30"
978,Ukraine’s prosecutor general said 21-year-old Vadim Shishimarin would stand trial in the killing of an unarmed resident in the Sumy region.,meter-true,Ukraine announces first war crimes trial of Russian soldier in custody,"May 11, 2022 at 7:44 PM GMT+5:30"
979,It is vital to step back from the emotions stirred by this conflict and assess our real security priorities.,meter-true,Opinion | Endless war in Ukraine hurts national and global security,"May 11, 2022 at 4:30 PM GMT+5:30"
980,"In his Victory Day speech, President Vladimir Putin falsely called Ukrainians “Nazis” and insisted without evidence that Kyiv was planning to build nuclear weapons.",meter-true,"On Victory Day, Putin defends war on Ukraine as fight against ‘Nazis’","May 09, 2022 at 4:45 PM GMT+5:30"
981,"The United States provided Ukraine with intelligence that helped Kyiv identify, attack and sink the flagship of Russia’s Black Sea fleet, the Moskva, in one of the most dramatic battlefield successes of the 71-day-old war, according to people familiar with the matter.",meter-true,U.S. provided intelligence that helped Ukraine sink Russian warship,"May 06, 2022 at 3:54 AM GMT+5:30"
982,"The Belarusian opposition wants to see tougher sanctions placed on Belarus President Alexander Lukashenko, including asset freezes on cronyism allies and state firms along the lines of what the West has deployed against Russia. ",meter-true,Analysis | The war in Ukraine boosts Belarusian opposition,"May 03, 2022 at 9:31 AM GMT+5:30"
983,"Sarah Hirshland continued her organization's push, in part because of Russia's invasion of Ukraine and also for the doping scandal that has kept several American figure skaters from getting their Olympic medals. ",meter-true,"USOPC leader: Russia should be sanctioned for doping, war in Ukraine ","May 03, 2022 at 4:43 AM GMT+5:30"
984,Finland joining would double the alliance's land border with Russia.,meter-true,How Putin’s brutal war in Ukraine pushed Finland toward NATO,"April 30, 2022 at 5:18 PM GMT+5:30"
985,"The addition of Western artillery in Ukraine is expected to set off a bloody battle of wits, forcing both sides to grow more nimble if they hope to avoid significant fatalities as fighting intensifies in the east.",meter-true,Western artillery surging into Ukraine will reshape war with Russia,"April 30, 2022 at 3:30 PM GMT+5:30"
986,"The United States’ top defense officials on Tuesday urged more nations to provide more weaponry, at a faster pace, to Ukraine as it prepares for the next phase of its defense against Russian aggressors.",meter-true,"U.S., allies promise to keep backing Ukraine in its war with Russia","April 27, 2022 at 5:04 AM GMT+5:30"
987,"The unanswered questions my mother lived with haunted her life, and so much of mine.",meter-true,Opinion | My mother fled Ukraine in World War II. She says this is worse.,"April 25, 2022 at 5:30 PM GMT+5:30"
988,"Even as the United States and European countries slowly move to decarbonize their economies, they are driving billions of dollars in new, near-term investment in fossil fuels. ",meter-true,Analysis | Russia’s war in Ukraine is a ‘watershed moment’ for climate crisis,"April 25, 2022 at 9:31 AM GMT+5:30"
989,"Russia's invasion of Ukraine has upended Eastern Orthodoxy, deepening religious rifts between the two countries. ",meter-true,How Russia’s war in Ukraine is dividing the Orthodox Christian world,"April 24, 2022 at 10:36 AM GMT+5:30"
