,Unnamed: 0,claim,truth_value,simple_sentence
4199,866,"Food card in Ukraine will be available only with vaccination and registration in ""Diy""",meter-false,Food card in Ukraine will be available only with vaccination registration in `` Diy ''. 
4200,867,The International Court of Justice in The Hague recognized the COVID-19 pandemic as genocide and fake,meter-false,The International Court of Justice in The Hague recognized the COVID-19 pandemic as genocide fake. 
4201,868,"Tens of thousands of EU citizens have died due to vaccine side effects, MEP Kolakusic",meter-false,"Tens of thousands of EU citizens have died due to vaccine side effects, MEP Kolakusic"
4202,869,"Cancer is a fungus, treated with sauerkraut and STD medicine",meter-false,Cancer is a fungus  treated with sauerkraut STD medicine. 
4203,870,"France is creating a ""Ministry of Truth"" for global control",meter-false,"France is creating a ""Ministry of Truth"" for global control"
4204,871,Post-Vaccination Detox After Vaccination Against COVID-19,meter-false,Post-Vaccination Detox After Vaccination Against COVID-19
4205,872,A powerful explosion destroyed Kyiv - a ship with pyrotechnics exploded,meter-false,A powerful explosion destroyed Kyiv - a ship with pyrotechnics exploded
4206,873,Microchip Pills for Population Control - Pfizer CEO's Confession,meter-false,Microchip Pills for Population Control - Pfizer CEO's Confession
4207,874,Newspapers in Russian banned in Ukraine￼,meter-false,Newspapers in Russian banned in Ukraine￼
4208,875,"Elon Musk unveiled the Tesla Phone, expected to start sales at the end of 2022",meter-false,"Elon Musk unveiled the Tesla Phone, expected to start sales at the end of 2022"
4209,876,A large number of unvaccinated in hospitals is a hoax - video from a clinic in Italy,meter-false,A large number of unvaccinated in hospitals is a hoax - video from a clinic in Italy
4210,877,96% of Omicron infections in Germany occur in fully vaccinated,meter-false,96% of Omicron infections in Germany occur in fully vaccinated
4211,878,"In Ukraine, schools, kindergartens and universities are switching to distance learning from January 31",meter-false,In Ukraine  schools kindergartens universities are switching to distance learning from January 31. 
4212,879,Hysteria of a Ukrainian politician in the Verkhovna Rada,meter-false,Hysteria of a Ukrainian politician in the Verkhovna Rada
4213,880,CDC Declares PCR Tests Unreliable,meter-false,CDC Declares PCR Tests Unreliable
4214,881,Mobile phones change the body at the cellular level,meter-false,Mobile phones change the body at the cellular level
4215,882,NATO troops are already in Kyiv,meter-false,NATO troops are already in Kyiv
4216,883,Slave trade revives in Ukraine,meter-false,Slave trade revives in Ukraine
4217,884,"The UN recognized the preparation for a new ""artificial"" pandemic",meter-false,"The UN recognized the preparation for a new ""artificial"" pandemic"
4218,885,Booster Dose of COVID-19 Vaccine Boosts Cancer Cell Growth,meter-false,Booster Dose of COVID-19 Vaccine Boosts Cancer Cell Growth
4219,886,"Graphene, metal fragments and helminths can be found in the blood of those vaccinated against COVID-19",meter-false,Graphene metal fragments helminths can be found in the blood of those vaccinated against COVID-19. 
4220,887,Volodymyr Zelensky played the national anthem of Ukraine with his genitals,meter-false,Volodymyr Zelensky played the national anthem of Ukraine with his genitals
4221,888,Ukrainians are considering moving to Crimea for clean water,meter-false,Ukrainians are considering moving to Crimea for clean water
4222,889,New GMO cotton will provide the planet with affordable protein and at the same time sterilize the population,meter-false,New GMO cotton will provide the planet with affordable protein. New GMO cotton will at the same time sterilize the population. 
4223,890,Flu vaccine increases risk of respiratory infections by 5.5 times,meter-false,Flu vaccine increases risk of respiratory infections by 5.5 times
4224,891,AstraZeneca and Sputnik Light are the same vaccines,meter-false,AstraZeneca are the same vaccines. Sputnik Light are the same vaccines. 
4225,892,"""Diya"" will start charging for entrance to the application",meter-false,"""Diya"" will start charging for entrance to the application"
4226,893,Canada considers lawsuit against WHO and Davos for crimes against humanity,meter-false,Canada considers lawsuit against WHO. Canada Davos for crimes against humanity. 
4227,894,"Bread, milk, eggs and sunflower oil may disappear from Ukrainian stores",meter-false,Bread may disappear from Ukrainian stores. Milk may disappear from Ukrainian stores. Eggs may disappear from Ukrainian stores. Sunflower oil may disappear from Ukrainian stores. 
4228,895,Another three-week lockdown is being introduced in Ukraine,meter-false,Another three-week lockdown is being introduced in Ukraine
4229,896,Airplanes spray 'Omicron reagent bacillus' from the air - Photo Evidence,meter-false,Airplanes spray 'Omicron reagent bacillus' from the air - Photo Evidence
4230,897,Bill Gates personally admitted that vaccines change human DNA,meter-false,Bill Gates personally admitted that vaccines change human DNA
4231,898,"Covid camps set up in Washington, whole families are being detained",meter-false,"Covid camps set up in Washington, whole families are being detained"
4232,899,"Incidence among fully vaccinated people ""accelerates"" every week - document",meter-false,"Incidence among fully vaccinated people ""accelerates"" every week - document"
4233,900,Scientists in Sweden prove that COVID-19 vaccines deplete the immune system,meter-false,Scientists in Sweden prove that COVID-19 vaccines deplete the immune system
4234,901,Two ships are on fire off the coast of Ukraine,meter-false,Two ships are on fire off the coast of Ukraine
4235,902,Cuban Parliament voted to join the CSTO,meter-false,Cuban Parliament voted to join the CSTO
4236,903,Ukraine imposes restrictions on movement within the country,meter-false,Ukraine imposes restrictions on movement within the country
4237,904,Australian politician Mark McGowan faked a COVID-19 vaccination,meter-false,Australian politician Mark McGowan faked a COVID-19 vaccination
4238,905,Ukrzaliznytsia stops all passenger trains from January 11,meter-false,Ukrzaliznytsia stops all passenger trains from January 11
4239,906,Zelensky's motorcade got into a mass accident in the Carpathians,meter-false,Zelensky's motorcade got into a mass accident in the Carpathians
4240,907,A “new Holodomor” is being prepared in Ukraine – it is forbidden to pick mushrooms and berries,meter-false,A `` new Holodomor '' is being prepared in Ukraine -- it is forbidden to pick mushrooms berries. 
4241,908,President Zelensky invited the people of Kazakhstan to kneel before the military and apologize,meter-false,President Zelensky invited the people of Kazakhstan to kneel before the military. President Zelensky invited the people of Kazakhstan to apologize. 
4242,909,"U.S. labs can't find COVID-19 in any of the 1,500 positive...",meter-false,"U.S. labs can't find COVID-19 in any of the 1,500 positive..."
4243,910,Vitamin B17 can destroy any malignant tumor,meter-false,Vitamin B17 can destroy any malignant tumor
4244,911,American Cancer Society admits that cancer goes away on its own,meter-false,American Cancer Society admits that cancer goes away on its own
4245,912,“Molotov cocktails” are flying into armored vehicles on the streets of Kazakhstan,meter-false,“Molotov cocktails” are flying into armored vehicles on the streets of Kazakhstan
4246,913,Number of plane crashes due to vaccinated pilots on the rise worldwide,meter-false,Number of plane crashes due to vaccinated pilots on the rise worldwide
4247,914,Ukraine must return “Yanukovych’s billions” to Russia with interest,meter-false,Ukraine must return “Yanukovych’s billions” to Russia with interest
4248,915,The Rothschilds Patented a Method for Testing for COVID-19 Four Years Before the Pandemic,meter-false,The Rothschilds Patented a Method for Testing for COVID-19 Four Years Before the Pandemic
4249,916,PCR tests are radioactive,meter-false,PCR tests are radioactive
4250,917,Ukraine surrendered Odessa to NATO naval base,meter-false,Ukraine surrendered Odessa to NATO naval base
4251,918,Census needed for total control over Ukrainians,meter-false,Census needed for total control over Ukrainians
4252,919,US senators let slip that they were arming Ukraine to seize Donbass,meter-false,US senators let slip that they were arming Ukraine to seize Donbass
4253,920,"""Little-known facts"" from the biography of Stepan Bandera",meter-false,"""Little-known facts"" from the biography of Stepan Bandera"
4254,921,Lenin stands on a mausoleum in an American film about the Russian Revolution,meter-false,Lenin stands on a mausoleum in an American film about the Russian Revolution
4255,922,Ukraine never had nuclear weapons,meter-false,Ukraine never had nuclear weapons
4256,923,Ukrainians will not be able to use mobile phones from January 1,meter-false,Ukrainians will not be able to use mobile phones from January 1
4257,924,"Ukrainians are being forced to celebrate Christmas on December 25, just like the Nazis did during the occupation",meter-false,"Ukrainians are being forced to celebrate Christmas on December 25, just like the Nazis did during the occupation"
4258,925,WHO chief says COVID-19 vaccines are 'used to kill children',meter-false,WHO chief says COVID-19 vaccines are 'used to kill children'
4259,926,"The European Commission officially banned the use of the word ""Christmas""",meter-false,"The European Commission officially banned the use of the word ""Christmas"""
4260,927,They want to introduce a “Ukrainian passport” in Kyiv to cut off the “wrong” citizens from the elections,meter-false,They want to introduce a “Ukrainian passport” in Kyiv to cut off the “wrong” citizens from the elections
